date,fund,company,ticker,shares,market value($),weight(%)
2021-02-16,ARKG,10X GENOMICS INC-CLASS A,TXG,1103961.0,212435215.23,1.67
2021-02-16,ARKG,1LIFE HEALTHCARE INC,ONEM,294125.0,17115133.75,0.13
2021-02-16,ARKG,908 DEVICES INC,MASS,619192.0,46439400.0,0.36
2021-02-16,ARKG,ABBVIE INC,ABBV,121900.0,12701980.0,0.1
2021-02-16,ARKG,ACCOLADE INC,ACCD,4547218.0,244458439.68,1.92
2021-02-16,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,2182169.0,140117071.49,1.1
2021-02-16,ARKG,ALPHABET INC-CL A,GOOGL,89039.0,187934617.3,1.48
2021-02-16,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,8521917.0,74481554.58,0.58
2021-02-16,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3890819.0,268233061.86,2.11
2021-02-16,ARKG,BEAM THERAPEUTICS INC,BEAM,1944486.0,204657151.5,1.61
2021-02-16,ARKG,BERKELEY LIGHTS INC,BLI,2567748.0,196740851.76,1.54
2021-02-16,ARKG,BRISTOL-MYERS SQUIBB CO,BMY,2964807.0,176109535.8,1.38
2021-02-16,ARKG,BUTTERFLY NETWORK INC,BFLY,2245995.0,50534887.5,0.4
2021-02-16,ARKG,CAREDX INC,CDNA,5485110.0,482799382.2,3.79
2021-02-16,ARKG,CASTLE BIOSCIENCES INC,CSTL,2819377.0,262906905.25,2.06
2021-02-16,ARKG,CELLECTIS - ADR,CLLS,5968071.0,163107380.43,1.28
2021-02-16,ARKG,CERUS CORP,CERS,8062127.0,62481484.25,0.49
2021-02-16,ARKG,CM LIFE SCIENCES INC-CLASS A,CMLF,1569842.0,38445430.58,0.3
2021-02-16,ARKG,CODEXIS INC,CDXS,6075280.0,158929324.8,1.25
2021-02-16,ARKG,COMPUGEN LTD,CGEN,5656557.0,73987765.56,0.58
2021-02-16,ARKG,CRISPR THERAPEUTICS AG,CRSP,2281131.0,354305266.92,2.78
2021-02-16,ARKG,EDITAS MEDICINE INC,EDIT,1791580.0,101134691.0,0.79
2021-02-16,ARKG,EVOGENE LTD,EVGN,4531476.0,43774058.16,0.34
2021-02-16,ARKG,EXACT SCIENCES CORP,EXAS,3454800.0,533006544.0,4.18
2021-02-16,ARKG,FATE THERAPEUTICS INC,FATE,4096705.0,415569755.2,3.26
2021-02-16,ARKG,GUARDANT HEALTH INC,GH,763358.0,132244139.92,1.04
2021-02-16,ARKG,HIMS & HERS HEALTH INC,HIMS,510873.0,11326054.41,0.09
2021-02-16,ARKG,INCYTE CORP,INCY,3244239.0,266449349.07,2.09
2021-02-16,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2154218.0,146809956.7,1.15
2021-02-16,ARKG,INVITAE CORP,NVTA,6110571.0,299845718.97,2.35
2021-02-16,ARKG,IONIS PHARMACEUTICALS INC,IONS,4084564.0,229552496.8,1.8
2021-02-16,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,8309233.0,393026720.9,3.09
2021-02-16,ARKG,MORGAN STANLEY GOVT INSTL 8035,,51678714.97,51678714.97,0.41
2021-02-16,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,1439612.0,113211087.68,0.89
2021-02-16,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,4939596.0,451775450.16,3.55
2021-02-16,ARKG,ORGANOVO HOLDINGS INC,ONVO ,369959.0,6352196.03,0.05
2021-02-16,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,17001883.0,788377314.71,6.19
2021-02-16,ARKG,PERSONALIS INC,PSNL,6663749.0,268349172.23,2.11
2021-02-16,ARKG,PHREESIA INC,PHR,1858589.0,143241454.23,1.12
2021-02-16,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3792719.0,29772844.15,0.23
2021-02-16,ARKG,PURE STORAGE INC - CLASS A,PSTG,8611880.0,241993828.0,1.9
2021-02-16,ARKG,REGENERON PHARMACEUTICALS,REGN,1107964.0,532609374.44,4.18
2021-02-16,ARKG,REPARE THERAPEUTICS INC,RPTX,1271892.0,42582944.16,0.33
2021-02-16,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,11229882.0,488162970.54,3.83
2021-02-16,ARKG,SAREPTA THERAPEUTICS INC,SRPT,1802987.0,163855458.56,1.29
2021-02-16,ARKG,SCHRODINGER INC,SDGR,1970559.0,218515287.51,1.72
2021-02-16,ARKG,SERES THERAPEUTICS INC,MCRB,3512754.0,87502702.14,0.69
2021-02-16,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,360361.0,13030653.76,0.1
2021-02-16,ARKG,SURFACE ONCOLOGY INC,SURF,3883960.0,42762399.6,0.34
2021-02-16,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3123648.0,37452539.52,0.29
2021-02-16,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,21211095.0,372254717.25,2.92
2021-02-16,ARKG,TELADOC HEALTH INC,TDOC,3595325.0,1046994593.25,8.22
2021-02-16,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,380654.0,190357452.32,1.49
2021-02-16,ARKG,TWIST BIOSCIENCE CORP,TWST,3839668.0,599948125.0,4.71
2021-02-16,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,675554.0,214886971.86,1.69
2021-02-16,ARKG,VERACYTE INC,VCYT,2108239.0,157401123.74,1.24
2021-02-16,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,2054060.0,431907196.2,3.39
