date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-06-09,ARKX,AEROVIRONMENT INC,AVAV,61834.0,6.98,112.84,0.0108,-2867.0,-0.32,0.29,9.49,0.0918,0.0189,Sell
2021-06-09,ARKX,AIRBUS SE,AIR,87423.0,11.76,134.52,0.0182,-4034.0,-0.54,1.1,18.01,0.1546,0.0769,Sell
2021-06-09,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,43301.0,9.35,215.82,0.0145,-2003.0,-0.43,-0.68,-5.56,-0.0251,-0.0881,Sell
2021-06-09,ARKX,ALPHABET INC-CL C,GOOG,7233.0,17.96,2482.85,0.0278,-336.0,-0.83,0.48,174.09,0.0754,0.0036,Sell
2021-06-09,ARKX,AMAZON.COM INC,AMZN,6092.0,19.88,3264.11,0.0308,-280.0,-0.91,-0.66,40.2,0.0125,-0.0523,Sell
2021-06-09,ARKX,ANSYS INC,ANSS,18272.0,6.02,329.39,0.0093,-845.0,-0.28,-0.12,8.52,0.0266,-0.0412,Sell
2021-06-09,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,405101.0,4.08,10.07,0.0063,-18710.0,-0.19,-0.1,0.21,0.0213,-0.0455,Sell
2021-06-09,ARKX,BLADE AIR MOBILITY INC,BLDE,609906.0,6.28,10.3,0.0097,609906.0,6.28,6.28,,,,Enter
2021-06-09,ARKX,BOEING CO/THE,BA,88453.0,22.36,252.76,0.0346,-4085.0,-1.03,1.18,23.88,0.1043,0.0328,Sell
2021-06-09,ARKX,DASSAULT SYSTEMES SE,DSY,73467.0,16.78,228.38,0.026,-3383.0,-0.77,-0.46,4.1,0.0183,-0.0476,Sell
2021-06-09,ARKX,DEERE & CO,DE,27681.0,9.87,356.58,0.0153,-1270.0,-0.45,-1.22,-26.62,-0.0695,-0.1307,Sell
2021-06-09,ARKX,DREYFUS GOVT CASH MAN INS,,1826516.66,1.83,1.0,0.0028,-1192192.46,-1.19,-1.19,0.0,0.0,-0.4167,Sell
2021-06-09,ARKX,ELBIT SYSTEMS LTD,ESLT,65229.0,8.49,130.2,0.0132,-3016.0,-0.39,-0.37,0.37,0.0028,-0.0571,Sell
2021-06-09,ARKX,GARMIN LTD,GRMN U,50449.0,7.19,142.55,0.0111,-37556.0,-5.35,-5.18,1.96,0.0139,-0.4337,Sell
2021-06-09,ARKX,HEICO CORP,HEI,56700.0,8.41,148.24,0.013,-2624.0,-0.39,0.21,10.05,0.0727,0.0,Sell
2021-06-09,ARKX,HONEYWELL INTERNATIONAL INC,HON,31768.0,7.3,229.81,0.0113,-1466.0,-0.34,-0.32,0.65,0.0028,-0.0661,Sell
2021-06-09,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,944308.0,36.41,38.56,0.0564,112585.0,4.34,5.73,1.67,0.0453,0.1605,Buy
2021-06-09,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,708980.0,7.16,10.1,0.0111,-32762.0,-0.33,-0.23,0.14,0.0141,-0.0513,Sell
2021-06-09,ARKX,JD LOGISTICS INC,2618,4834971.0,28.22,5.84,0.0437,4834971.0,28.22,28.22,,,,Enter
2021-06-09,ARKX,JD.COM INC-ADR,JD,181113.0,13.27,73.28,0.0206,-381091.0,-27.93,-27.65,0.5,0.0069,-0.6821,Sell
2021-06-09,ARKX,KOMATSU LTD,6301,915188.0,26.27,28.71,0.0407,-42000.0,-1.21,-2.85,-1.72,-0.0565,-0.1171,Sell
2021-06-09,ARKX,KRATOS DEFENSE & SECURITY,KTOS,1448653.0,38.77,26.76,0.06,60114.0,1.61,3.77,1.55,0.0615,0.083,Buy
2021-06-09,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,153692.0,33.67,219.06,0.0521,-7101.0,-1.56,-0.63,5.73,0.0269,-0.0405,Sell
2021-06-09,ARKX,LOCKHEED MARTIN CORP,LMT,71199.0,27.66,388.53,0.0428,-3278.0,-1.27,-1.22,0.71,0.0018,-0.0635,Sell
2021-06-09,ARKX,MEITUAN-CLASS B,3690,354059.0,13.55,38.27,0.021,-16800.0,-0.64,1.66,6.22,0.1941,0.117,Sell
2021-06-09,ARKX,NETFLIX INC,NFLX,27963.0,13.77,492.39,0.0213,4593.0,2.26,2.2,-2.69,-0.0054,0.1639,Buy
2021-06-09,ARKX,NVIDIA CORP,NVDA,19394.0,13.54,698.28,0.021,-7316.0,-5.11,-1.74,126.03,0.2202,-0.1322,Sell
2021-06-09,ARKX,RAVEN INDUSTRIES INC,RAVN,254071.0,11.56,45.5,0.0179,-69422.0,-3.16,-1.49,5.15,0.1276,-0.1353,Sell
2021-06-09,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,1216869.0,12.29,10.1,0.019,111672.0,1.13,1.38,0.23,0.0233,0.0983,Buy
2021-06-09,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,353704.0,18.75,53.0,0.029,-79550.0,-4.22,0.12,10.0,0.2326,-0.0169,Sell
2021-06-09,ARKX,SYNOPSYS INC,SNPS,25067.0,6.39,254.99,0.0099,-1158.0,-0.3,0.23,20.17,0.0859,0.0206,Sell
2021-06-09,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,15529.0,6.56,422.63,0.0102,-3036.0,-1.28,-1.3,-0.98,-0.0023,-0.1774,Sell
2021-06-09,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,76925.0,5.97,77.59,0.0092,-3553.0,-0.28,-0.19,1.09,0.0142,-0.0515,Sell
2021-06-09,ARKX,TERADYNE INC,TER,101250.0,12.84,126.78,0.0199,-30038.0,-3.81,-3.12,5.27,0.0434,-0.2103,Sell
2021-06-09,ARKX,THALES SA,HO,247092.0,25.85,104.62,0.04,-11410.0,-1.19,-0.97,0.86,0.0083,-0.0566,Sell
2021-06-09,ARKX,THE 3D PRINTING ETF,PRNT,1119726.0,43.34,38.71,0.0671,5244.0,0.2,2.21,1.8,0.0488,0.0307,Buy
2021-06-09,ARKX,TRIMBLE INC,TRMB,737027.0,57.77,78.38,0.0895,8343.0,0.65,2.05,1.91,0.025,0.0147,Buy
2021-06-09,ARKX,UIPATH INC - CLASS A,PATH,84858.0,6.45,76.0,0.01,-3917.0,-0.3,-0.19,1.19,0.0159,-0.0476,Sell
2021-06-09,ARKX,UNITY SOFTWARE INC,U,87976.0,8.63,98.05,0.0134,87976.0,8.63,8.63,,,,Enter
2021-06-09,ARKX,AUTODESK INC,ADSK,0.0,0.0,,0.0,19215.0,,-5.33,,,,Exit
2021-06-09,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,0.0,0.0,,0.0,7622.0,,-0.14,,,,Exit
2021-06-09,ARKX,WORKHORSE GROUP INC,WKHS,0.0,0.0,,0.0,859747.0,,-7.08,,,,Exit
